TF name,#Gain,#Loss,Percent_gain,Percent_loss,FC,log2FC,abs(log2FC),percent,penalized_log2FC,odds_ratio,fisher_p_value,fisher_adj_pvalue,chi2_p_value,chi2_adj_pvalue
GMEB1,5120,1380,0.962176323,0.259336587,3.710144928,1.891475543,1.891475543,1.22151291,2.310461794,3.710144927536232,2.380739007364267e-262,8.689697376879575e-260,8.181378243864798e-257,2.9862030590106514e-254
TIGD1,3633,511,0.682731754,0.096029707,7.109589041,2.829766169,2.829766169,0.778761461,2.203712837,7.109589041095891,1.629542906e-315,5.94783160626e-313,1.3084870449890636e-299,4.775977714210082e-297
FOXA2,3903,687,0.733471521,0.129104518,5.681222707,2.506201459,2.506201459,0.862576039,2.161789328,5.681222707423581,2.605830449757316e-292,9.511281141614203e-290,6.593397605351879e-281,2.4065901259534358e-278
EGR2,12922,9166,2.428367664,1.722521127,1.409775256,0.495465189,0.495465189,4.150888792,2.056620901,1.4097752563822823,6.075618424944799e-72,2.2176007251048518e-69,7.428677236521046e-72,2.7114671913301817e-69
DMRT2,1956,71,0.367581423,0.013342679,27.54929577,4.783943535,4.783943535,0.380924103,1.822319399,27.549295774647888,1.5166504482966226e-280,5.5357741362826724e-278,1.1771259046196483e-244,4.296509551861716e-242
KLF12,3129,541,0.588017522,0.101667459,5.783733826,2.532001159,2.532001159,0.689684981,1.746283172,5.78373382624769,1.0131321069836777e-237,3.697932190490423e-235,2.9198061557904616e-228,1.0657292468635184e-225
MYRF,2130,134,0.400280384,0.025181958,15.89552239,3.990548525,3.990548525,0.425462343,1.697828124,15.895522388059701,1.5707823939133943e-264,5.733355737783889e-262,5.226438179899332e-239,1.9076499356632563e-236
KDM2A,2995,585,0.562835564,0.109936162,5.11965812,2.356047473,2.356047473,0.672771726,1.585082124,5.119658119658119,1.067867907406375e-207,3.8977178620332688e-205,1.251387775498874e-200,4.56756538057089e-198
SEBOX,2162,179,0.406293986,0.033638586,12.07821229,3.59433503,3.59433503,0.439932572,1.581265056,12.078212290502794,6.958697757841387e-244,2.5399246816121062e-241,3.9992201595854377e-224,1.4597153582486847e-221
HES4,3384,869,0.635938413,0.16330688,3.894131185,1.961301486,1.961301486,0.799245293,1.567560981,3.894131185270426,3.042549102616789e-183,1.110530422455128e-180,6.077459997254539e-179,2.2182728989979068e-176
PITX2,31321,28478,5.886000898,5.351729944,1.099831449,0.137282445,0.137282445,11.23773084,1.542743167,1.0998314488376992,2.0244137029059293e-16,7.389110015606642e-14,2.0804169671731207e-16,7.59352193018189e-14
ELF3,9461,6734,1.777959021,1.265487374,1.404959905,0.490528959,0.490528959,3.043446395,1.492898592,1.4049599049599049,3.035804539072608e-52,1.1080686567615018e-49,3.8063861996444626e-52,1.3893309628702289e-49
CXXC4,17689,15070,3.324206439,2.832030699,1.173788985,0.231173075,0.231173075,6.156237139,1.423156267,1.17378898473789,1.3466712846100597e-24,4.915350188826718e-22,1.4219363847260387e-24,5.190067804250041e-22
TIGD6,2818,614,0.529572828,0.115385989,4.589576547,2.198361051,2.198361051,0.644958816,1.417852341,4.58957654723127,1.6150149174082944e-178,5.8948044485402744e-176,2.6583558446752933e-173,9.702998833064821e-171
MNT,1193,16,0.2241946,0.003006801,74.5625,6.220378328,6.220378328,0.227201401,1.413278672,74.5625,1.0819189174383208e-198,3.9490040486498712e-196,9.515575917136079e-165,3.473185209754669e-162
RUNX3,2676,542,0.502887469,0.101855384,4.937269373,2.303713359,2.303713359,0.604742853,1.393154189,4.937269372693727,2.042619771518525e-180,7.455562166042617e-178,1.4071914779498044e-174,5.1362488945167863e-172
ETS1,9776,7646,1.837155416,1.436875032,1.278577034,0.354539085,0.354539085,3.274030448,1.160771759,1.2785770337431337,3.1355934364012707e-30,1.1444916042864638e-27,3.2680182180391406e-30,1.1928266495842864e-27
TERF2,1819,249,0.34183569,0.046793341,7.305220884,2.868927896,2.868927896,0.38862903,1.114948666,7.305220883534137,2.316965815692535e-161,8.456925227277753e-159,4.651112382990483e-153,1.697656019791526e-150
E2F2,1922,319,0.361191971,0.059948095,6.02507837,2.590980007,2.590980007,0.421140066,1.091165492,6.025078369905956,4.604389471430592e-151,1.680602157072166e-148,1.2417113351780528e-144,4.532246373399893e-142
ELF4,23933,21950,4.497610533,4.124955133,1.090341686,0.12478031,0.12478031,8.622565666,1.075926418,1.0903416856492028,5.966992433845945e-11,2.17795223835377e-08,6.110360711021777e-11,2.2302816595229486e-08
PAXIP1,1686,211,0.316841656,0.039652188,7.990521327,2.998289632,2.998289632,0.356493845,1.068871798,7.990521327014218,1.4388915980378447e-157,5.251954332838133e-155,1.5577471539997577e-148,5.685777112099115e-146
TFAP2A,2333,638,0.438429172,0.11989619,3.656739812,1.870557978,1.870557978,0.558325362,1.044379961,3.656739811912226,9.405937463671715e-119,3.433167174240176e-116,3.2893706519457685e-116,1.2006202879602055e-113
HMG20B,20744,18830,3.898317507,3.538628936,1.101646309,0.139661111,0.139661111,7.436946443,1.038652205,1.1016463090812534,1.0568456008146872e-11,3.857486442973608e-09,1.0592279821902521e-11,3.86618213499442e-09
CRAMP1L,1154,56,0.216865523,0.010523804,20.60714286,4.365072587,4.365072587,0.227389326,0.992570914,20.607142857142858,4.3111766294114115e-155,1.5735794697351652e-152,5.98622339228647e-138,2.1849715381845612e-135
TBX10,1663,277,0.31251938,0.052055242,6.003610108,2.585830287,2.585830287,0.364574622,0.9427281,6.003610108303249,1.8284191573587125e-130,6.673729924359301e-128,4.414620065439038e-125,1.611336323885249e-122
THAP11,1424,161,0.26760529,0.030255935,8.844720497,3.144816553,3.144816553,0.297861225,0.93671891,8.84472049689441,1.520238989352994e-140,5.548872311138428e-138,1.0856497254694883e-131,3.962621497963632e-129
GCN4,10475,8785,1.968515035,1.650921678,1.192373364,0.253836053,0.253836053,3.619436713,0.918743528,1.1923733636881046,7.288641366658997e-18,2.660354098830534e-15,7.37646749913725e-18,2.6924106371850964e-15
TFAP4,2202,825,0.413810989,0.155038177,2.669090909,1.416348444,1.416348444,0.568849166,0.805688631,2.669090909090909,1.6319350371725545e-74,5.956562885679824e-72,1.3440113494378364e-73,4.905641425448103e-71
KDM2B,6328,4904,1.189189799,0.921584509,1.290375204,0.367790621,0.367790621,2.110774308,0.776322993,1.2903752039151712,1.9080812791588144e-21,6.9644966689296725e-19,1.9678236605149025e-21,7.182556360879394e-19
ARID5B,1173,137,0.220436099,0.025745734,8.562043796,3.097955215,3.097955215,0.246181833,0.762660292,8.562043795620438,5.19307107416636e-114,1.8954709420707214e-111,3.3376949426151216e-107,1.2182586540545194e-104
FOXA1,1798,671,0.337889263,0.126097717,2.679582712,1.422008349,1.422008349,0.463986981,0.65979336,2.6795827123695974,1.566076078823304e-61,5.71617768770506e-59,9.343019659046699e-61,3.410202175552045e-58
NR1H4,23976,22915,4.505691311,4.306302819,1.046301549,0.065298703,0.065298703,8.811994129,0.57541179,1.0463015492035785,0.000536955165092518,0.19598863525876906,0.0005435740843088175,0.1984045407727184
POGK,1681,799,0.315902031,0.150152125,2.10387985,1.073052316,1.073052316,0.466054156,0.500100492,2.1038798498122655,3.694516263442337e-37,1.348498436156453e-34,6.1028317656993045e-37,2.227533594480246e-34
DUXA,13385,12481,2.515376968,2.345492711,1.072430094,0.100883609,0.100883609,4.86086968,0.490382075,1.0724300937424887,7.29467171624445e-05,0.026625551764292245,7.29755555198698e-05,0.026636077764752474
ZBTB1,1075,355,0.202019443,0.066713397,3.028169014,1.59844573,1.59844573,0.26873284,0.429554861,3.028169014084507,2.2223944741641814e-44,8.111739830699262e-42,9.279969923660782e-44,3.3871890221361853e-41
HMGA2,582,49,0.109372387,0.009208328,11.87755102,3.570165499,3.570165499,0.118580715,0.423352777,11.877551020408163,2.1753492858267468e-66,7.940024893267625e-64,4.308995762696451e-61,1.5727834533842046e-58
NFIL3,324,3,0.06088772,0.000563775,108.0,6.754887502,6.754887502,0.061451496,0.41509794,108.0,1.682832599734615e-56,6.142338989031345e-54,1.7111000282050662e-46,6.245515102948491e-44
NFATC4,3446,2694,0.647589767,0.50627012,1.279138827,0.355172851,0.355172851,1.153859887,0.409819705,1.2791388270230142,1.178224160603801e-11,4.300518186203873e-09,1.1955108740096332e-11,4.363614690135161e-09
PBX4,6672,5962,1.25383602,1.120409226,1.119087555,0.162322913,0.162322913,2.374245246,0.385394406,1.1190875545119088,8.349803228496735e-06,0.0030476781784013083,8.360631833595048e-06,0.0030516306192621924
MAFF,1653,962,0.310640129,0.180783911,1.718295218,0.780977926,0.780977926,0.49142404,0.383791327,1.7182952182952183,5.398105875230153e-22,1.9703086444590057e-19,7.148010154954502e-22,2.6090237065583933e-19
CEBPG,726,149,0.136433596,0.028000834,4.872483221,2.284657218,2.284657218,0.16443443,0.375676308,4.87248322147651,1.0874993034123486e-49,3.9693724574550725e-47,5.099770693591126e-48,1.861416303160761e-45
MYC,377,11,0.070847749,0.002067176,34.27272727,5.098989095,5.098989095,0.072914924,0.371792405,34.27272727272727,2.7485982467706985e-57,1.0032383600713049e-54,1.1107037292675674e-49,4.0540686118266213e-47
TEAD3,1122,478,0.210851921,0.08982818,2.347280335,1.230990153,1.230990153,0.300680101,0.370134243,2.3472803347280333,2.765680040119179e-31,1.0094732146435004e-28,4.84608886102889e-31,1.7688224342755448e-28
EP300,1867,1207,0.350856093,0.226825551,1.546810273,0.629296251,0.629296251,0.577681644,0.363532893,1.5468102734051368,2.9355174870866333e-17,1.0714638827866212e-14,3.15572224454439e-17,1.1518386192587023e-14
SOHLH2,1981,1330,0.37227955,0.249940334,1.489473684,0.574802635,0.574802635,0.622219884,0.357653628,1.4894736842105263,9.50506453477801e-16,3.4693485551939736e-13,1.1087650980611412e-15,4.0469926079231653e-13
PAX7,660,126,0.124030542,0.023678558,5.238095238,2.389042291,2.389042291,0.1477091,0.352883285,5.238095238095238,8.630319319759438e-48,3.150066551712195e-45,3.551347772484053e-46,1.2962419369566794e-43
HMG20A,275,5,0.051679392,0.000939625,55.0,5.781359714,5.781359714,0.052619018,0.304209469,55.0,5.423382131140821e-45,1.9795344778663996e-42,3.1780456323824275e-38,1.159986655819586e-35
NFIC,925,431,0.173830683,0.080995702,2.146171694,1.101765496,1.101765496,0.254826385,0.280758919,2.1461716937354987,5.44686750781301e-22,1.988106640351749e-19,7.374298691291279e-22,2.691619022321317e-19
CEBPD,273,13,0.051303542,0.002443026,21.0,4.392317423,4.392317423,0.053746568,0.236071987,21.0,9.432119682884003e-38,3.4427236842526613e-35,9.240027503349047e-34,3.3726100387224024e-31
MXI1,431,83,0.080995702,0.01559778,5.192771084,2.376504628,2.376504628,0.096593482,0.229554858,5.192771084337349,1.7863092891530223e-31,6.520028905408531e-29,1.897858657743392e-30,6.92718410076338e-28
ATF4,793,393,0.149024575,0.07385455,2.017811705,1.012791553,1.012791553,0.222879125,0.225730095,2.017811704834606,9.330372081427367e-17,3.405585809720989e-14,1.1259935363275502e-16,4.1098764075955584e-14
MTF2,930,530,0.174770309,0.099600283,1.754716981,0.811238357,0.811238357,0.274370592,0.222579948,1.7547169811320755,9.482806154472265e-14,3.461224246382377e-11,1.0424055288607595e-13,3.804780180341772e-11
MAFK,1765,1358,0.331687736,0.255202236,1.299705449,0.378184704,0.378184704,0.586889972,0.22195281,1.2997054491899853,2.6068851387604207e-07,9.515130756475536e-05,2.8147840460773474e-07,0.00010273961768182318
E4F1,334,40,0.062766971,0.007517003,8.35,3.061776198,3.061776198,0.070283974,0.215193797,8.35,5.377006073614404e-33,1.9626072168692574e-30,3.6209921599782865e-31,1.3216621383920747e-28
CTCF,3799,3415,0.713927314,0.64176409,1.112445095,0.153734133,0.153734133,1.355691404,0.208416043,1.1124450951683749,0.001464952984963006,0.5347078395114971,0.0014658034289870019,0.5350182515802556
ZNF652,221,10,0.041531439,0.001879251,22.1,4.465974465,4.465974465,0.04341069,0.193871031,22.1,2.4007546655066712e-31,8.76275452909935e-29,8.278596937604895e-28,3.0216878822257866e-25
IRF1,833,490,0.156541577,0.092083281,1.7,0.765534746,0.765534746,0.248624858,0.190330968,1.7,1.8827477195422908e-11,6.872029176329361e-09,2.3000499572928245e-11,8.39518234411881e-09
RARG,10945,10614,2.056839815,1.994636619,1.031185227,0.044303501,0.044303501,4.051476433,0.179494589,1.031185227058602,0.1119986634309485,1.0,0.11309064452978419,1.0
PHF1,1378,1050,0.258960737,0.197321316,1.312380952,0.39218656,0.39218656,0.456282053,0.178947689,1.3123809523809524,2.723714191949632e-06,0.0009941556800616158,2.7467375834012877e-06,0.00100255921794147
PKNOX1,409,141,0.076861351,0.026497434,2.90070922,1.536405681,1.536405681,0.103358785,0.158801024,2.900709219858156,8.497836801693726e-17,3.10171043261821e-14,1.346505947062858e-16,4.914746706779432e-14
HNF4A,11374,11098,2.137459667,2.085592349,1.024869346,0.035440001,0.035440001,4.223052016,0.149664969,1.024869345828077,0.19619138034613273,1.0,0.1961919364167868,1.0
FBXL19,7770,7521,1.46017774,1.413384399,1.0331073,0.046990102,0.046990102,2.873562138,0.135028977,1.0331072995612285,0.15613549387534187,1.0,0.15781240786889603,1.0
OVOL1,171,12,0.032135186,0.002255101,14.25,3.832890014,3.832890014,0.034390287,0.131814186,14.25,9.240834457756393e-22,3.3729045770810833e-19,8.147902718979343e-20,2.9739844924274605e-17
ZFP91,1156,916,0.217241373,0.172139358,1.262008734,0.335721894,0.335721894,0.389380731,0.130723637,1.262008733624454,0.00021195279917472125,0.07736277169877326,0.0002127574552934016,0.07765647118209158
ZNF12,122,3,0.022926858,0.000563775,40.66666667,5.345774837,5.345774837,0.023490633,0.125575634,40.666666666666664,7.36768759058261e-20,2.6892059705626526e-17,3.959643504802529e-17,1.4452698792529233e-14
SREBF1,469,255,0.088136855,0.047920891,1.839215686,0.879090676,0.879090676,0.136057746,0.119607096,1.8392156862745097,1.6609703406394486e-08,6.062541743333987e-06,1.7700419764668394e-08,6.460653214103964e-06
E2F3,1211,1002,0.227577251,0.188300913,1.208582834,0.273316356,0.273316356,0.415878164,0.113666305,1.2085828343313374,0.0017452340458649208,0.6370104267406961,0.0018398369512183886,0.6715404871947118
ZNF623,101,2,0.018980431,0.00037585,50.5,5.658211483,5.658211483,0.019356281,0.109521934,50.5,4.5808405755690126e-17,1.6720068100826897e-14,1.2920110519155552e-14,4.715840339491777e-12
REST,626,440,0.117641089,0.082687028,1.422727273,0.508659133,0.508659133,0.200328117,0.101898726,1.4227272727272726,6.263992426042344e-05,0.022863572355054554,6.328507132371888e-05,0.02309905103315739
ZNF639,215,74,0.040403889,0.013906455,2.905405405,1.538739484,1.538739484,0.054310343,0.083569469,2.9054054054054053,1.5304396450000409e-09,5.586104704250149e-07,2.4955503842579806e-09,9.10875890254163e-07
ZNF865,161,34,0.030255935,0.006389452,4.735294118,2.243454037,2.243454037,0.036645387,0.082212242,4.735294117647059,7.712325250525172e-12,2.8149987164416878e-09,2.1638691049991193e-11,7.898122233246786e-09
CREB1,375,228,0.070471899,0.042846914,1.644736842,0.717856771,0.717856771,0.113318813,0.081346677,1.644736842105263,2.2293052977207726e-05,0.00813696433668082,2.590908360067478e-05,0.009456815514246295
ZNF34,110,9,0.020671757,0.001691326,12.22222222,3.611434712,3.611434712,0.022363082,0.080762812,12.222222222222221,1.0434559033865822e-13,3.808614047361025e-11,1.3703249078350394e-12,5.001685913597894e-10
KLF9,104,9,0.019544207,0.001691326,11.55555556,3.530514717,3.530514717,0.021235532,0.074972359,11.555555555555555,9.078398590179612e-13,3.3136154854155584e-10,9.239728777042413e-12,3.372501003620481e-09
CREM,162,43,0.03044386,0.008080778,3.76744186,1.913585248,1.913585248,0.038524638,0.073720179,3.7674418604651163,7.784052170034288e-10,2.841179042062515e-07,1.5589700296762708e-09,5.690240608318389e-07
NFIB,795,664,0.149400425,0.124782242,1.197289157,0.259771619,0.259771619,0.274182667,0.071224875,1.197289156626506,0.01598283626712682,1.0,0.016826354714036873,1.0
TFE3,312,187,0.05863262,0.035141987,1.668449198,0.738507759,0.738507759,0.093774606,0.069253274,1.6684491978609626,7.464359622399678e-05,0.027244912621758825,8.694579066468257e-05,0.03173521359260914
USF2,254,151,0.047732966,0.028376685,1.682119205,0.750279947,0.750279947,0.076109651,0.057103545,1.6821192052980132,0.00029749754324146795,0.1085866032831358,0.00034646863502180603,0.1264610517829592
BHLHE40,175,76,0.032886886,0.014282305,2.302631579,1.203283598,1.203283598,0.047169191,0.056757914,2.3026315789473686,7.596041720054646e-06,0.0027725552278199455,1.0052154288232579e-05,0.0036690363152048914
RFX1,51,4,0.009584178,0.0007517,12.75,3.672425342,3.672425342,0.010335878,0.037957742,12.75,5.262362506207171e-07,0.00019207623147656175,2.07915821393918e-06,0.0007588927480878006
HOXA3,73,19,0.01371853,0.003570576,3.842105263,1.941897045,1.941897045,0.017289106,0.033573663,3.8421052631578947,5.124574245164482e-05,0.01870469599485036,6.070040146840727e-05,0.022155646535968652
TCFEC,903,844,0.169696332,0.158608753,1.069905213,0.097482989,0.097482989,0.328305085,0.032004161,1.069905213270142,0.3264178834380326,1.0,0.33482524572098205,1.0
ZNF426,60,16,0.011275504,0.003006801,3.75,1.906890596,1.906890596,0.014282305,0.027234793,3.75,0.000328550987060052,0.11992111027691899,0.00037223256573657907,0.13586488649385137
E2F1,30,2,0.005637752,0.00037585,15.0,3.906890596,3.906890596,0.006013602,0.023494485,15.0,0.00017586774119397267,0.06419172553580002,0.000301218488610202,0.10994474834272373
MGA,25,0,0.004698127,0.0,26.0,4.700439718,4.700439718,0.004698127,0.022083261,inf,2.930898044401382e-05,0.010697777862065045,0.00017273050296817515,0.06304663358338393
ZBTB21,28,2,0.005261902,0.00037585,14.0,3.807354922,3.807354922,0.005637752,0.021464922,14.0,0.0003716659746162567,0.13565808073493368,0.0005861594513588568,0.21394819974598273
ZNF518A,56,22,0.010523804,0.004134351,2.545454545,1.347923303,1.347923303,0.014658155,0.019758069,2.5454545454545454,0.008408289702360027,1.0,0.008660859137714163,1.0
ZNF654,144,108,0.027061209,0.020295907,1.333333333,0.415037499,0.415037499,0.047357116,0.019654979,1.3333333333333333,0.12884052713154004,1.0,0.1289240001976381,1.0
AHDC1,71,38,0.013342679,0.007141152,1.868421053,0.901819606,0.901819606,0.020483832,0.018472721,1.868421052631579,0.028198437039548486,1.0,0.03366494874563544,1.0
ARID4B,77,44,0.01447023,0.008268703,1.75,0.807354922,0.807354922,0.022738933,0.018358389,1.75,0.03772880742614805,1.0,0.044267856520180754,1.0
NFIX,42,14,0.007892853,0.002630951,3.0,1.584962501,1.584962501,0.010523804,0.016679834,3.0,0.010753285255188955,1.0,0.011169835310014125,1.0
ZNF555,29,7,0.005449827,0.001315475,4.142857143,2.050626073,2.050626073,0.006765302,0.013873105,4.142857142857143,0.012527634603681906,1.0,0.013308292990886145,1.0
ZNF687,29,7,0.005449827,0.001315475,4.142857143,2.050626073,2.050626073,0.006765302,0.013873105,4.142857142857143,0.012527634603681906,1.0,0.013308292990886145,1.0
DRAP1,26,5,0.004886052,0.000939625,5.2,2.378511623,2.378511623,0.005825677,0.01385644,5.2,0.006561081008931338,1.0,0.010329686015221178,1.0
PBX1,29,11,0.005449827,0.002067176,2.636363636,1.398549376,1.398549376,0.007517003,0.010512899,2.6363636363636362,0.0655719752234118,1.0,0.06636802569144291,1.0
ZBTB2,32,16,0.006013602,0.003006801,2.0,1.0,1.0,0.009020403,0.009020403,2.0,0.14689459904538757,1.0,0.14729913862267172,1.0
ATF1,18,4,0.003382651,0.0007517,4.5,2.169925001,2.169925001,0.004134351,0.008971232,4.5,0.054613851221539736,1.0,0.056360223771616424,1.0
ZNF507,12,0,0.002255101,0.0,13.0,3.700439718,3.700439718,0.002255101,0.008344864,inf,0.013729977116704806,1.0,0.01842212545409897,1.0
ZNF558,64,49,0.012027204,0.009208328,1.306122449,0.385290156,0.385290156,0.021235532,0.008181841,1.3061224489795917,0.35081917029326504,1.0,0.3861293447979903,1.0
ARID4A,18,5,0.003382651,0.000939625,3.6,1.847996907,1.847996907,0.004322276,0.007987554,3.6,0.0653871773810295,1.0,0.09087769531791215,1.0
ZNF10,14,5,0.002630951,0.000939625,2.8,1.485426827,1.485426827,0.003570576,0.00530383,2.8,0.18367154696409427,1.0,0.24248236853416244,1.0
ZNF549,17,8,0.003194726,0.001503401,2.125,1.087462841,1.087462841,0.004698127,0.005109038,2.125,0.25159039322537385,1.0,0.31422934452908713,1.0
E2F6,41,34,0.007704928,0.006389452,1.205882353,0.270089163,0.270089163,0.01409438,0.003806739,1.2058823529411764,0.6240854188415184,1.0,0.6827645642066533,1.0
ZNF146,20,16,0.003758501,0.003006801,1.25,0.321928095,0.321928095,0.006765302,0.002177941,1.25,0.8136054463007536,1.0,0.8133808026168752,1.0
YY1,143,144,0.026873284,0.027061209,0.993055556,-0.010053665,0.010053665,0.053934493,-0.000542239,0.9930555555555556,1.0,1.0,1.0,1.0
ZNF574,19,25,0.003570576,0.004698127,0.76,-0.395928676,0.395928676,0.008268703,-0.003273817,0.76,0.6693616196074865,1.0,0.6690909052320637,1.0
TFDP1,7,16,0.001315475,0.003006801,0.4375,-1.192645078,1.192645078,0.004322276,-0.005154942,0.4375,0.23073317825967304,1.0,0.29260061074472254,1.0
HNF4G,48,58,0.009020403,0.010899654,0.827586207,-0.273018494,0.273018494,0.019920057,-0.005438544,0.8275862068965517,0.5823915859749724,1.0,0.5822819728336224,1.0
ZNF134,14,27,0.002630951,0.005073977,0.518518519,-0.94753258,0.94753258,0.007704928,-0.00730067,0.5185185185185185,0.18003231816326803,1.0,0.21858240966382286,1.0
