TF name,#Gain,#Loss,Percent_gain,Percent_loss,FC,log2FC,abs(log2FC),percent,penalized_log2FC
HMGA2,582,49,0.109372387,0.009208328,11.87755102,3.570165499,3.570165499,0.118580715,0.423352777
NFIL3,324,3,0.06088772,0.000563775,108,6.754887502,6.754887502,0.061451496,0.41509794
NFATC4,3446,2694,0.647589767,0.50627012,1.279138827,0.355172851,0.355172851,1.153859887,0.409819705
PBX4,6672,5962,1.25383602,1.120409226,1.119087555,0.162322913,0.162322913,2.374245246,0.385394406
MAFF,1653,962,0.310640129,0.180783911,1.718295218,0.780977926,0.780977926,0.49142404,0.383791327
CEBPG,726,149,0.136433596,0.028000834,4.872483221,2.284657218,2.284657218,0.16443443,0.375676308
MYC,377,11,0.070847749,0.002067176,34.27272727,5.098989095,5.098989095,0.072914924,0.371792405
TEAD3,1122,478,0.210851921,0.08982818,2.347280335,1.230990153,1.230990153,0.300680101,0.370134243
EP300,1867,1207,0.350856093,0.226825551,1.546810273,0.629296251,0.629296251,0.577681644,0.363532893
SOHLH2,1981,1330,0.37227955,0.249940334,1.489473684,0.574802635,0.574802635,0.622219884,0.357653628
PAX7,660,126,0.124030542,0.023678558,5.238095238,2.389042291,2.389042291,0.1477091,0.352883285
HMG20A,275,5,0.051679392,0.000939625,55,5.781359714,5.781359714,0.052619018,0.304209469
NFIC,925,431,0.173830683,0.080995702,2.146171694,1.101765496,1.101765496,0.254826385,0.280758919
CEBPD,273,13,0.051303542,0.002443026,21,4.392317423,4.392317423,0.053746568,0.236071987
MXI1,431,83,0.080995702,0.01559778,5.192771084,2.376504628,2.376504628,0.096593482,0.229554858
ATF4,793,393,0.149024575,0.07385455,2.017811705,1.012791553,1.012791553,0.222879125,0.225730095
MTF2,930,530,0.174770309,0.099600283,1.754716981,0.811238357,0.811238357,0.274370592,0.222579948
MAFK,1765,1358,0.331687736,0.255202236,1.299705449,0.378184704,0.378184704,0.586889972,0.22195281
E4F1,334,40,0.062766971,0.007517003,8.35,3.061776198,3.061776198,0.070283974,0.215193797
CTCF,3799,3415,0.713927314,0.64176409,1.112445095,0.153734133,0.153734133,1.355691404,0.208416043
ZNF652,221,10,0.041531439,0.001879251,22.1,4.465974465,4.465974465,0.04341069,0.193871031
IRF1,833,490,0.156541577,0.092083281,1.7,0.765534746,0.765534746,0.248624858,0.190330968
RARG,10945,10614,2.056839815,1.994636619,1.031185227,0.044303501,0.044303501,4.051476433,0.179494589
PHF1,1378,1050,0.258960737,0.197321316,1.312380952,0.39218656,0.39218656,0.456282053,0.178947689
PKNOX1,409,141,0.076861351,0.026497434,2.90070922,1.536405681,1.536405681,0.103358785,0.158801024
HNF4A,11374,11098,2.137459667,2.085592349,1.024869346,0.035440001,0.035440001,4.223052016,0.149664969
FBXL19,7770,7521,1.46017774,1.413384399,1.0331073,0.046990102,0.046990102,2.873562138,0.135028977
OVOL1,171,12,0.032135186,0.002255101,14.25,3.832890014,3.832890014,0.034390287,0.131814186
ZFP91,1156,916,0.217241373,0.172139358,1.262008734,0.335721894,0.335721894,0.389380731,0.130723637
ZNF12,122,3,0.022926858,0.000563775,40.66666667,5.345774837,5.345774837,0.023490633,0.125575634
SREBF1,469,255,0.088136855,0.047920891,1.839215686,0.879090676,0.879090676,0.136057746,0.119607096
E2F3,1211,1002,0.227577251,0.188300913,1.208582834,0.273316356,0.273316356,0.415878164,0.113666305
ZNF623,101,2,0.018980431,0.00037585,50.5,5.658211483,5.658211483,0.019356281,0.109521934
REST,626,440,0.117641089,0.082687028,1.422727273,0.508659133,0.508659133,0.200328117,0.101898726
ZNF639,215,74,0.040403889,0.013906455,2.905405405,1.538739484,1.538739484,0.054310343,0.083569469
ZNF865,161,34,0.030255935,0.006389452,4.735294118,2.243454037,2.243454037,0.036645387,0.082212242
CREB1,375,228,0.070471899,0.042846914,1.644736842,0.717856771,0.717856771,0.113318813,0.081346677
ZNF34,110,9,0.020671757,0.001691326,12.22222222,3.611434712,3.611434712,0.022363082,0.080762812
KLF9,104,9,0.019544207,0.001691326,11.55555556,3.530514717,3.530514717,0.021235532,0.074972359
CREM,162,43,0.03044386,0.008080778,3.76744186,1.913585248,1.913585248,0.038524638,0.073720179
NFIB,795,664,0.149400425,0.124782242,1.197289157,0.259771619,0.259771619,0.274182667,0.071224875
TFE3,312,187,0.05863262,0.035141987,1.668449198,0.738507759,0.738507759,0.093774606,0.069253274
USF2,254,151,0.047732966,0.028376685,1.682119205,0.750279947,0.750279947,0.076109651,0.057103545
BHLHE40,175,76,0.032886886,0.014282305,2.302631579,1.203283598,1.203283598,0.047169191,0.056757914
RFX1,51,4,0.009584178,0.0007517,12.75,3.672425342,3.672425342,0.010335878,0.037957742
HOXA3,73,19,0.01371853,0.003570576,3.842105263,1.941897045,1.941897045,0.017289106,0.033573663
TCFEC,903,844,0.169696332,0.158608753,1.069905213,0.097482989,0.097482989,0.328305085,0.032004161
ZNF426,60,16,0.011275504,0.003006801,3.75,1.906890596,1.906890596,0.014282305,0.027234793
E2F1,30,2,0.005637752,0.00037585,15,3.906890596,3.906890596,0.006013602,0.023494485
MGA,25,0,0.004698127,0,26,4.700439718,4.700439718,0.004698127,0.022083261
ZBTB21,28,2,0.005261902,0.00037585,14,3.807354922,3.807354922,0.005637752,0.021464922
ZNF518A,56,22,0.010523804,0.004134351,2.545454545,1.347923303,1.347923303,0.014658155,0.019758069
ZNF654,144,108,0.027061209,0.020295907,1.333333333,0.415037499,0.415037499,0.047357116,0.019654979
AHDC1,71,38,0.013342679,0.007141152,1.868421053,0.901819606,0.901819606,0.020483832,0.018472721
ARID4B,77,44,0.01447023,0.008268703,1.75,0.807354922,0.807354922,0.022738933,0.018358389
NFIX,42,14,0.007892853,0.002630951,3,1.584962501,1.584962501,0.010523804,0.016679834
ZNF555,29,7,0.005449827,0.001315475,4.142857143,2.050626073,2.050626073,0.006765302,0.013873105
ZNF687,29,7,0.005449827,0.001315475,4.142857143,2.050626073,2.050626073,0.006765302,0.013873105
DRAP1,26,5,0.004886052,0.000939625,5.2,2.378511623,2.378511623,0.005825677,0.01385644
PBX1,29,11,0.005449827,0.002067176,2.636363636,1.398549376,1.398549376,0.007517003,0.010512899
ZBTB2,32,16,0.006013602,0.003006801,2,1,1,0.009020403,0.009020403
ATF1,18,4,0.003382651,0.0007517,4.5,2.169925001,2.169925001,0.004134351,0.008971232
ZNF507,12,0,0.002255101,0,13,3.700439718,3.700439718,0.002255101,0.008344864
ZNF558,64,49,0.012027204,0.009208328,1.306122449,0.385290156,0.385290156,0.021235532,0.008181841
ARID4A,18,5,0.003382651,0.000939625,3.6,1.847996907,1.847996907,0.004322276,0.007987554
ZNF10,14,5,0.002630951,0.000939625,2.8,1.485426827,1.485426827,0.003570576,0.00530383
ZNF549,17,8,0.003194726,0.001503401,2.125,1.087462841,1.087462841,0.004698127,0.005109038
E2F6,41,34,0.007704928,0.006389452,1.205882353,0.270089163,0.270089163,0.01409438,0.003806739
ZNF146,20,16,0.003758501,0.003006801,1.25,0.321928095,0.321928095,0.006765302,0.002177941
YY1,143,144,0.026873284,0.027061209,0.993055556,-0.010053665,0.010053665,0.053934493,-0.000542239
ZNF574,19,25,0.003570576,0.004698127,0.76,-0.395928676,0.395928676,0.008268703,-0.003273817
TFDP1,7,16,0.001315475,0.003006801,0.4375,-1.192645078,1.192645078,0.004322276,-0.005154942
HNF4G,48,58,0.009020403,0.010899654,0.827586207,-0.273018494,0.273018494,0.019920057,-0.005438544
ZNF134,14,27,0.002630951,0.005073977,0.518518519,-0.94753258,0.94753258,0.007704928,-0.00730067
SP1,4,17,0.0007517,0.003194726,0.235294118,-2.087462841,2.087462841,0.003946426,-0.008238018
SP4,4,17,0.0007517,0.003194726,0.235294118,-2.087462841,2.087462841,0.003946426,-0.008238018
ZFY,11,26,0.002067176,0.004886052,0.423076923,-1.2410081,1.2410081,0.006953227,-0.008629011
ZFP3,50,69,0.009396253,0.012966829,0.724637681,-0.464668267,0.464668267,0.022363082,-0.010391415
NFYA,44,63,0.008268703,0.011839279,0.698412698,-0.517848305,0.517848305,0.020107982,-0.010412884
ZNF394,12,32,0.002255101,0.006013602,0.375,-1.415037499,1.415037499,0.008268703,-0.011700524
ZNF629,331,355,0.062203196,0.066713397,0.932394366,-0.100987808,0.100987808,0.128916593,-0.013019004
ZBTB26,11,33,0.002067176,0.006201527,0.333333333,-1.584962501,1.584962501,0.008268703,-0.013105584
TEAD4,16,39,0.003006801,0.007329077,0.41025641,-1.285402219,1.285402219,0.010335878,-0.013285761
ZBTB8A,30,54,0.005637752,0.010147953,0.555555556,-0.847996907,0.847996907,0.015785705,-0.013386229
ZBTB40,53,80,0.009960028,0.015034005,0.6625,-0.59400764,0.59400764,0.024994033,-0.014846647
NFYC,21,47,0.003946426,0.008832478,0.446808511,-1.162271429,1.162271429,0.012778904,-0.014852555
NFYB,18,44,0.003382651,0.008268703,0.409090909,-1.289506617,1.289506617,0.011651354,-0.015024498
DNMT1,2304,2334,0.432979345,0.438617097,0.98714653,-0.018663844,0.018663844,0.871596442,-0.01626734
NR2C2,34,64,0.006389452,0.012027204,0.53125,-0.912537159,0.912537159,0.018416656,-0.016805883
ZBTB11,10,38,0.001879251,0.007141152,0.263157895,-1.925999419,1.925999419,0.009020403,-0.017373291
TFDP2,13,43,0.002443026,0.008080778,0.302325581,-1.725825037,1.725825037,0.010523804,-0.018162244
GABPA,39,72,0.007329077,0.013530605,0.541666667,-0.884522783,0.884522783,0.020859682,-0.018450864
ZNF512,2,26,0.00037585,0.004886052,0.076923077,-3.700439718,3.700439718,0.005261902,-0.01947135
ZMYM3,140,177,0.026309509,0.033262736,0.790960452,-0.338322533,0.338322533,0.059572245,-0.020154633
NFE2,1909,1947,0.358748945,0.365890098,0.980482794,-0.028435781,0.028435781,0.724639043,-0.020605677
SP3,6,38,0.00112755,0.007141152,0.157894737,-2.662965013,2.662965013,0.008268703,-0.022019266
GABPB1,128,172,0.024054408,0.032323111,0.744186047,-0.426264755,0.426264755,0.056377519,-0.024031749
ZNF76,0,28,0,0.005261902,0.034482759,-4.857980995,4.857980995,0.005261902,-0.025562219
TEAD1,162,215,0.03044386,0.040403889,0.753488372,-0.408342847,0.408342847,0.070847749,-0.028930171
ELF1,58,119,0.010899654,0.022363082,0.487394958,-1.036836768,1.036836768,0.033262736,-0.034488028
GATA2,91,154,0.017101181,0.02894046,0.590909091,-0.7589919,0.7589919,0.04604164,-0.034945232
MAZ,1,40,0.000187925,0.007517003,0.025,-5.321928095,5.321928095,0.007704928,-0.041005071
BACH1,142,217,0.026685359,0.040779739,0.65437788,-0.611804113,0.611804113,0.067465098,-0.041275424
ATF2,7107,7186,1.335583423,1.350429503,0.989006401,-0.015948236,0.015948236,2.686012925,-0.042837168
IRF4,5,60,0.000939625,0.011275504,0.083333333,-3.584962501,3.584962501,0.012215129,-0.04379078
JUN,230,331,0.043222764,0.062203196,0.694864048,-0.525197356,0.525197356,0.10542596,-0.055369436
NR2F2,13,107,0.002443026,0.020107982,0.121495327,-3.041027268,3.041027268,0.022551008,-0.068578229
NFE2L2,91,224,0.017101181,0.042095214,0.40625,-1.299560282,1.299560282,0.059196395,-0.076929284
TCF7L2,92,230,0.017289106,0.043222764,0.4,-1.321928095,1.321928095,0.06051187,-0.079992341
ZNF148,3,94,0.000563775,0.017664956,0.031914894,-4.969626351,4.969626351,0.018228731,-0.090589982
ZNF513,5,150,0.000939625,0.028188759,0.033333333,-4.906890596,4.906890596,0.029128385,-0.142929797
SPDEF,5625,5909,1.057078479,1.110449197,0.951937722,-0.071060903,0.071060903,2.167527677,-0.154026473
ZNF398,89,364,0.016725331,0.068404723,0.244505495,-2.032061209,2.032061209,0.085130054,-0.17298948
TET1,3788,4117,0.711860139,0.773687484,0.920087442,-0.120157118,0.120157118,1.485547623,-0.178499121
FOSL2,691,1023,0.129856219,0.192247339,0.675464321,-0.566048529,0.566048529,0.322103558,-0.182326245
E2F4,1047,1384,0.196757541,0.260088287,0.75650289,-0.402582501,0.402582501,0.456845828,-0.183918136
ZNF189,14,232,0.002630951,0.043598615,0.060344828,-4.050626073,4.050626073,0.046229565,-0.187258683
VEZF1,354,689,0.066525472,0.129480368,0.513788099,-0.960754623,0.960754623,0.196005841,-0.188313518
ONECUT2,476,816,0.08945233,0.153346851,0.583333333,-0.777607579,0.777607579,0.242799181,-0.188802484
PRDM1,121,431,0.022738933,0.080995702,0.280742459,-1.832680822,1.832680822,0.103734635,-0.190112476
ELK1,7957,8348,1.495319726,1.568798426,0.953162434,-0.069206002,0.069206002,3.064118152,-0.212055365
JUND,708,1116,0.133050945,0.20972437,0.634408602,-0.656515762,0.656515762,0.342775315,-0.225037397
KMT2A,6091,6524,1.144651559,1.226023111,0.933629675,-0.099077678,0.099077678,2.37067467,-0.234880941
ELK4,9359,9876,1.758790665,1.855947922,0.947650871,-0.077572449,0.077572449,3.614738587,-0.280404125
FOS,1141,1696,0.214422497,0.318720907,0.672759434,-0.571837378,0.571837378,0.533143404,-0.304871326
ARID3C,27100,27666,5.092769207,5.199134793,0.979541676,-0.02982122,0.02982122,10.291904,-0.306917133
PLAGL2,593,1175,0.111439562,0.220811949,0.504680851,-0.986556747,0.986556747,0.332251511,-0.32778497
ZSCAN4,44,483,0.008268703,0.090767805,0.091097308,-3.45644776,3.45644776,0.099036508,-0.342314517
ESRRB,2589,3238,0.486537988,0.608501354,0.799567634,-0.32270802,0.32270802,1.095039342,-0.353377978
ETV1,10202,10856,1.917211493,2.040114484,0.939756817,-0.08964062,0.08964062,3.957325977,-0.354737154
FOSL1,1334,2104,0.250692034,0.395394333,0.634030418,-0.657376038,0.657376038,0.646086367,-0.424721696
PPARG,2840,3634,0.533707179,0.682919679,0.78150798,-0.35566749,0.35566749,1.216626858,-0.432714621
ZNF263,64,643,0.012027204,0.120835816,0.099533437,-3.328674927,3.328674927,0.13286302,-0.442257802
RARB,5522,6344,1.037722198,1.1921966,0.870428752,-0.200201883,0.200201883,2.229918798,-0.446433942
TFAP2D,130,791,0.024430258,0.148648725,0.164348925,-2.605166071,2.605166071,0.173078983,-0.450899494
ZNF770,30,552,0.005637752,0.103734635,0.054347826,-4.201633861,4.201633861,0.109372387,-0.459542723
ETV3,5251,6160,0.986794506,1.157618388,0.852435065,-0.230338155,0.230338155,2.144412894,-0.49394011
BCL11B,12242,13186,2.300578621,2.477979881,0.928408919,-0.107167713,0.107167713,4.778558502,-0.512107187
ONECUT1,863,1796,0.162179329,0.337513413,0.480512249,-1.057354886,1.057354886,0.499692743,-0.528352563
ZSCAN10,2829,3909,0.531640003,0.734599071,0.723714505,-0.466507408,0.466507408,1.266239075,-0.590709908
ETV3L,4928,6042,0.92609471,1.135443231,0.815623966,-0.294023928,0.294023928,2.061537941,-0.606141483
ETV5,11851,12977,2.227099922,2.438703543,0.913231101,-0.130948102,0.130948102,4.665803464,-0.610978107
NFATC3,9335,10591,1.754280463,1.990314342,0.881408743,-0.182116887,0.182116887,3.744594805,-0.68195395
ZZZ3,1722,2975,0.323606958,0.559077062,0.578823529,-0.788804526,0.788804526,0.882684021,-0.69626515
RXRB,9446,10991,1.775140145,2.065484367,0.859430443,-0.218547213,0.218547213,3.840624513,-0.839357784
ZNF596,25,855,0.004698127,0.160675929,0.029239766,-5.09592442,5.09592442,0.165374055,-0.842733688
NR2F6,7629,9234,1.433680306,1.735300032,0.826185835,-0.27546177,0.27546177,3.168980337,-0.872932932
BCL11A,14491,16133,2.723222088,3.031795041,0.898221038,-0.154857582,0.154857582,5.755017129,-0.891208039
SPIC,1175,2785,0.220811949,0.5233713,0.421903052,-1.245016571,1.245016571,0.744183249,-0.926520477
ERG,12485,14364,2.346244412,2.699355605,0.869186856,-0.202261737,0.202261737,5.045600017,-1.020531823
HDX,6091,8017,1.144651559,1.50659523,0.759760509,-0.39638337,0.39638337,2.651246789,-1.050910136
GATA4,8303,10265,1.560341798,1.929050772,0.808865075,-0.306029024,0.306029024,3.48939257,-1.067855403
ELK3,11349,13377,2.13276154,2.513873568,0.848396501,-0.237189423,0.237189423,4.646635108,-1.102132701
NR2F1,4887,7126,0.918389783,1.339153999,0.685798484,-0.544143379,0.544143379,2.257543782,-1.228427501
ARID1B,673,2711,0.126473567,0.509464846,0.248247879,-2.010146703,2.010146703,0.635938413,-1.278329505
ETV4,11667,14106,2.19252171,2.650870939,0.827094853,-0.273875304,0.273875304,4.843392649,-1.326485635
NR2E1,31686,34502,5.954593546,6.483790524,0.918381543,-0.122834447,0.122834447,12.43838407,-1.527862025
NR5A1,5338,8132,1.003143986,1.528206612,0.656419085,-0.60731091,0.60731091,2.531350599,-1.537316835
NFATC2,8197,11098,1.540421741,2.085592349,0.73860155,-0.437131805,0.437131805,3.626014091,-1.585046085
MSANTD3,3817,6820,0.717309965,1.28164893,0.559677419,-0.837332553,0.837332553,1.998958895,-1.673793354
FLI1,13179,16371,2.476664405,3.076521206,0.805021074,-0.312901544,0.312901544,5.553185612,-1.737600354
ELF2,3952,7479,0.742679849,1.405491546,0.528412889,-0.920262437,0.920262437,2.148171395,-1.976881442
RXRG,3900,7558,0.732907746,1.420337626,0.516009526,-0.954530395,0.954530395,2.153245372,-2.055338155
NR2E3,1912,7056,0.35931272,1.325999245,0.270975057,-1.883768038,1.883768038,1.685311965,-3.174736813
CUX1,35650,41987,6.699528496,7.89040962,0.849072332,-0.236040634,0.236040634,14.58993812,-3.443818238
LHX6,30670,37071,5.763661682,6.966570011,0.827331337,-0.273462866,0.273462866,12.73023169,-3.481245646
ETV6,4351,10971,0.817661949,2.061725866,0.396591013,-1.334276111,1.334276111,2.879387815,-3.841898375
BCL6,3276,10111,0.615642506,1.900110312,0.32400356,-1.625918428,1.625918428,2.515752818,-4.090408867
EHF,6296,14274,1.183176197,2.682442349,0.441081687,-1.180882232,1.180882232,3.865618546,-4.564840255
CUX2,26560,35016,4.991289673,6.580384006,0.758510395,-0.398759142,0.398759142,11.57167368,-4.614310673
LOC100168299,25681,35107,4.826103543,6.597485187,0.731506537,-0.451057338,0.451057338,11.42358873,-5.15269352
ELF5,4644,13570,0.872723993,2.550143105,0.342225497,-1.546980843,1.546980843,3.422867098,-5.29510983
SPI1,8366,17835,1.572181077,3.351643499,0.469077656,-1.092101313,1.092101313,4.923824576,-5.377315283
GFI1,13859,25281,2.604453448,4.750933518,0.548198252,-0.867230368,0.867230368,7.355386966,-6.378814944
PLAGL1,6779,19308,1.273944002,3.628457116,0.35109799,-1.510054356,1.510054356,4.902401119,-7.402892164
RETN,31662,45280,5.950083345,8.509246853,0.699249117,-0.516121569,0.516121569,14.4593302,-7.462772185
GFI1B,15595,29686,2.930691358,5.57874342,0.525331806,-0.92869916,0.92869916,8.509434778,-7.902704928
NKX2-6,23369,38740,4.391620797,7.280216941,0.603226639,-0.729227954,0.729227954,11.67183774,-8.511430352
NKX2-5,39917,59557,7.50140474,11.19225298,0.670231879,-0.577267787,0.577267787,18.69365772,-10.79124642
RBPJ,35741,64769,6.716629677,12.17171841,0.551822631,-0.85772347,0.85772347,18.88834808,-16.20097945
SIX6,22335,51635,4.197306282,9.703510628,0.432555437,-1.209043051,1.209043051,13.90081691,-16.8066861
NKX2-4,18387,52583,3.455378133,9.881663588,0.349675751,-1.515910343,1.515910343,13.33704172,-20.21775949
ZNF200,7915,40545,1.487426874,7.619421679,0.195215193,-2.356862757,2.356862757,9.106848553,-21.46359219
GATA1,21971,62592,4.128901559,11.76260554,0.3510193,-1.510377741,1.510377741,15.8915071,-24.00217859
NKX2-8,21847,65707,4.105598851,12.34799211,0.332491211,-1.58861189,1.58861189,16.45359097,-26.13837024
ZNF691,28149,117730,5.289902598,22.12441767,0.239097936,-2.064326419,2.064326419,27.41432027,-56.59210558
